1,umibyewin,0001,4.90,2019/04/24,guterham
1,umibyewin,0011,7.45,2019/04/24,guterham
1,umibyewin,00E0,2.11.91,2019/04/24,Ico
1,umibyewin,00E1,1.50.85,2019/04/24,guterham
1,umibyewin,00E2,2.36.90,2019/04/24,guterham
1,umibyewin,00E3,4.10.65,2019/04/24,guterham
1,umibyewin,00E4,3.01.45,2019/04/24,guterham
1,umibyewin,0102,5.93,2019/04/24,guterham
1,umibyewin,0203,4.61,2019/04/24,guterham
1,umibyewin,0304,5.90,2019/04/24,Ico
1,umibyewin,0405,4.08,2019/04/24,cos
1,umibyewin,0506,4.10,2019/04/24,guterham
1,umibyewin,0510,6.05,2019/04/24,ふぁじい
1,umibyewin,0607,3.16,2019/04/24,guterham
1,umibyewin,0708,5.50,2019/04/24,guterham
1,umibyewin,0713,6.83,2019/04/24,guterham
1,umibyewin,0809,5.11,2019/04/24,guterham
1,umibyewin,09E0,1.22.33,2019/04/24,グロいうさぎ
1,umibyewin,1011,4.45,2019/04/24,guterham
1,umibyewin,1112,5.70,2019/04/24,guterham
1,umibyewin,1216,3.25,2019/04/24,guterham
1,umibyewin,1251,6.26,2019/04/24,guterham
1,umibyewin,1314,5.08,2019/04/24,guterham
1,umibyewin,1415,4.90,2019/04/24,guterham
1,umibyewin,1522,6.93,2019/04/24,guterham
1,umibyewin,1525,12.43,2019/04/24,guterham
1,umibyewin,1617,9.70,2019/04/24,guterham
1,umibyewin,1718,9.63,2019/04/24,guterham
1,umibyewin,1819,3.05,2019/04/24,guterham
1,umibyewin,1953,6.40,2019/04/24,guterham
1,umibyewin,2021,12.43,2019/04/24,guterham
1,umibyewin,2037,12.76,2019/04/24,ふぁじい
1,umibyewin,21E1,21.60,2019/04/24,ama
1,umibyewin,2223,4.98,2019/04/24,guterham
1,umibyewin,2324,5.73,2019/04/24,guterham
1,umibyewin,2435,4.53,2019/04/24,guterham
1,umibyewin,2455,1.38,2019/04/24,Ico
1,umibyewin,2550,7.81,2019/04/24,guterham
1,umibyewin,2627,4.65,2019/04/24,guterham
1,umibyewin,2728,37.60,2019/04/24,Ico
1,umibyewin,2829,8.38,2019/04/24,guterham
1,umibyewin,2919,12.71,2019/04/24,guterham
1,umibyewin,2957,10.43,2019/04/24,guterham
1,umibyewin,3031,7.15,2019/04/24,ふぁじい
1,umibyewin,3132,7.88,2019/04/24,guterham
1,umibyewin,3233,8.18,2019/04/24,guterham
1,umibyewin,3242,12.25,2019/04/24,guterham
1,umibyewin,3334,7.98,2019/04/24,guterham
1,umibyewin,34E2,7.63,2019/04/24,guterham
1,umibyewin,3536,8.45,2019/04/24,guterham
1,umibyewin,3637,9.86,2019/04/24,guterham
1,umibyewin,3738,11.46,2019/04/24,guterham
1,umibyewin,3841,4.85,2019/04/24,guterham
1,umibyewin,3847,7.88,2019/04/24,guterham
1,umibyewin,3940,6.76,2019/04/24,guterham
1,umibyewin,4041,10.83,2019/04/24,guterham
1,umibyewin,4158,5.58,2019/04/24,guterham
1,umibyewin,4243,13.15,2019/04/24,guterham
1,umibyewin,4354,8.58,2019/04/24,guterham
1,umibyewin,4445,3.83,2019/04/24,guterham
1,umibyewin,4546,7.88,2019/04/24,guterham
1,umibyewin,46E4,23.83,2019/04/24,guterham
1,umibyewin,4748,5.20,2019/04/24,guterham
1,umibyewin,4859,8.30,2019/04/24,guterham
1,umibyewin,49E3,1.34.41,2019/04/24,グロいうさぎ
1,umibyewin,5027,4.20,2019/04/24,guterham
1,umibyewin,5152,3.50,2019/04/24,guterham
1,umibyewin,5226,1.33,2019/04/24,guterham
1,umibyewin,5356,5.68,2019/04/24,guterham
1,umibyewin,5449,4.03,2019/04/24,guterham
1,umibyewin,5539,7.76,2019/04/24,わあい
1,umibyewin,5620,7.01,2019/04/24,guterham
1,umibyewin,5730,6.11,2019/04/24,guterham
1,umibyewin,5844,4.48,2019/04/24,guterham
1,umibyewin,5949,11.16,2019/04/24,ふぁじい
